lang	pool	index	en_source	translation	note
sv	outcome.timeup.easy.pool	9	TIME'S UP.\n“So close” is real.		unresolved_after_real_sv_apply
sv	outcome.timeup.easy.pool	10	The sun sank,\nand shadow covered the world once again.		unresolved_after_real_sv_apply
sv	outcome.timeup.easy.pool	11	The last grains of sand fell,\nand the story quietly came to a close.		unresolved_after_real_sv_apply
sv	outcome.timeup.easy.pool	12	The wind swept through,\nand the footprints vanished without a trace.		unresolved_after_real_sv_apply
sv	outcome.timeup.easy.pool	13	The tide came in,\nWhat once had been there returned to the sea.		unresolved_after_real_sv_apply
sv	outcome.timeup.easy.pool	14	Silence.\nOnly time passed through.		unresolved_after_real_sv_apply
sv	outcome.timeup.easy.pool	15	Victory and defeat \nare nothing more than grains of sand.		unresolved_after_real_sv_apply
sv	outcome.timeup.easy.pool	16	The road goes on—or it ends.\nEither way, it lies on the same earth.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	4	Some treasures still await.\nLet’s try a different path.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	5	The result remained.\nThe position changed.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	6	Time ran out.\nMeaning didn't.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	7	So close.\nThe sound said so.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	8	The map is still open.\nCome back to it.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	9	The world’s rules stood firm.\nThe signal of possibility was real.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	10	The world kept its rules.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	11	The moment passed.\nThe record remains.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	12	The sun sank,\nand shadow covered the world once again.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	13	The last grains of sand fell,\nand the story quietly came to a close.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	14	The wind swept through,\nand the footprints vanished without a trace.		unresolved_after_real_sv_apply
sv	outcome.timeup.normal.pool	15	The tide came in,\nWhat once had been there returned to the sea.		unresolved_after_real_sv_apply
